0,58, Self-employed-not incorporated,4,34, Some college but no degree,0, Divorced, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Head of household, Householder, Householder,1053.55, MSA to MSA, Same county, Same county, No, Yes,1, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
134058,20, Private,9,26, Some college but no degree,0, Never married, Manufacturing-durable goods, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,1439.39, MSA to MSA, Same county, Same county, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,2,2,31,94, - 50000.
134075,33, Private,40,28, 12th grade no diploma,800, Married-civilian spouse present, Entertainment, Protective services, White, Mexican-American, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,528.31, MSA to MSA, Same county, Same county, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,14,94, - 50000.
134106,32, Self-employed-not incorporated,33,16, Associates degree-academic program,0, Never married, Retail trade, Sales, White, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,3036.93, MSA to MSA, Same county, Same county, No, No,1, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
134115,31, Private,4,34, High school graduate,0, Divorced, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,1669,0, Single, Child 18+ ever marr Not in a subfamily, Child 18 or older,2637.96, MSA to MSA, Different county same state, Different county same state, No, Yes,4, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
134122,26, Private,33,26, High school graduate,0, Never married, Retail trade, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,1862.27, Not identifiable, Same county, Same county, No, No,3, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
134129,49, Private,34,23, High school graduate,750, Separated, Finance insurance and real estate, Adm support including clerical, Black, All other, Female, Children or Armed Forces,0,0,0, Single, Householder, Householder,1230.81, MSA to MSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
134141,44, Private,41,7, Prof school degree (MD DDS DVM LLB JD),0, Married-civilian spouse present, Hospital services, Professional specialty, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,1386.72, MSA to MSA, Same county, Same county, No, No,5, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, 50000+.
134151,60, Private,35,26, High school graduate,0, Divorced, Finance insurance and real estate, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,1180.36, MSA to MSA, Different county same state, Different county same state, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
134185,27, Private,33,16, 11th grade,550, Never married, Retail trade, Sales, White, All other, Male, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,1925.04, MSA to MSA, Same county, Same county, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,2,2,38,94, - 50000.
134223,25, Private,35,23, Some college but no degree,0, Never married, Finance insurance and real estate, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Nonfiler, Nonfamily householder, Householder,512.57, NonMSA to nonMSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,2,2,48,94, - 50000.
134226,26, Private,30,2, Some college but no degree,650, Never married, Communications, Executive admin and managerial, White, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,1129.8, NonMSA to nonMSA, Different county same state, Different county same state, No, No,1, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
134227,18, Private,4,35, 11th grade,0, Never married, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Single, Child 18+ never marr Not in a subfamily, Child 18 or older,2226.89, MSA to MSA, Same county, Same county, No, No,2, United-States, United-States, United-States, Native- Born in the United States,0,2,12,94, - 50000.
134262,23, Private,33,29, Some college but no degree,0, Never married, Retail trade, Other service, White, All other, Female, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,3274.07, MSA to MSA, Same county, Same county, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
134273,34, Private,33,3, Bachelors degree(BA AB BS),0, Never married, Retail trade, Executive admin and managerial, White, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,1109.4, MSA to MSA, Different county same state, Different county same state, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
134330,38, Private,33,33, High school graduate,0, Married-civilian spouse present, Retail trade, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,4000, Joint both under 65, Householder, Householder,1088.04, MSA to MSA, Same county, Same county, No, No,3, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, 50000+.
134347,31, State government,43,36, Some college but no degree,0, Married-civilian spouse present, Education, Machine operators assmblrs & inspctrs, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,728.64, MSA to MSA, Same county, Same county, No, Yes,2, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
134348,29, Self-employed-not incorporated,37,25, Associates degree-occup /vocational,0, Never married, Business and repair services, Adm support including clerical, White, All other, Female, Children or Armed Forces,2174,0,0, Single, Secondary individual, Nonrelative of householder,1506.25, MSA to MSA, Different region, Different state in Northeast, No, No,6, United-States, United-States, United-States, Native- Born in the United States,2,2,48,94, - 50000.
134360,31, Private,25,2, Bachelors degree(BA AB BS),0, Married-civilian spouse present, Manufacturing-nondurable goods, Executive admin and managerial, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,1909.04, MSA to MSA, Different region, Different state in South, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, 50000+.
134395,45, Private,4,34, High school graduate,0, Married-civilian spouse present, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,2483.2, MSA to MSA, Same county, Same county, No, Yes,3, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
134397,45, Self-employed-incorporated,4,26, High school graduate,0, Married-civilian spouse present, Construction, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,500, Joint both under 65, Spouse of householder, Spouse of householder,1390.19, MSA to MSA, Same county, Same county, No, Yes,1, United-States, United-States, United-States, Native- Born in the United States,0,2,30,94, - 50000.
134443,25, Local government,43,10, Bachelors degree(BA AB BS),0, Married-civilian spouse present, Education, Professional specialty, White, All other, Male, Children or Armed Forces,0,0,111, Joint both under 65, Householder, Householder,481.75, NonMSA to nonMSA, Same county, Same county, No, No,4, United-States, United-States, United-States, Native- Born in the United States,1,2,52,94, - 50000.
134498,40, Private,25,24, High school graduate,0, Married-civilian spouse present, Manufacturing-nondurable goods, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,1616.82, MSA to MSA, Same county, Same county, No, No,3, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
134507,40, Private,4,2, Bachelors degree(BA AB BS),0, Divorced, Construction, Executive admin and managerial, White, All other, Female, Children or Armed Forces,0,0,100, Single, Nonfamily householder, Householder,2143.15, NonMSA to MSA, Different state same division, Different state in South, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, 50000+.
134531,42, Private,3,2, Prof school degree (MD DDS DVM LLB JD),0, Married-civilian spouse present, Mining, Executive admin and managerial, White, All other, Male, Children or Armed Forces,15024,0,7500, Joint both under 65, Householder, Householder,2885.83, MSA to MSA, Different county same state, Different county same state, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, 50000+.
134547,24, Private,43,12, Some college but no degree,0, Married-civilian spouse present, Education, Professional specialty, Black, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,2325.27, MSA to MSA, Same county, Same county, No, Yes,5, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
134577,32, Private,33,8, Prof school degree (MD DDS DVM LLB JD),0, Married-civilian spouse present, Retail trade, Professional specialty, White, Mexican-American, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,907.98, MSA to MSA, Same county, Same county, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
134604,20, Private,4,34, High school graduate,0, Never married, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,1143.53, MSA to MSA, Same county, Same county, No, No,4, United-States, United-States, United-States, Native- Born in the United States,2,2,51,94, - 50000.
134607,35, Private,34,2, Some college but no degree,0, Married-civilian spouse present, Finance insurance and real estate, Executive admin and managerial, White, Central or South American, Male, Children or Armed Forces,15024,0,0, Joint both under 65, Householder, Householder,1553.0, MSA to MSA, Different county same state, Different county same state, No, No,6, ?, ?, ?, Foreign born- U S citizen by naturalization,0,2,52,94, 50000+.
134625,24, Private,4,34, High school graduate,0, Never married, Construction, Precision production craft & repair, White, Mexican (Mexicano), Male, Children or Armed Forces,0,0,0, Nonfiler, Householder, Householder,920.7, MSA to MSA, Same county, Same county, No, Yes,0, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0,2,0,94, - 50000.
134645,24, Private,4,34, 5th or 6th grade,0, Never married, Construction, Precision production craft & repair, White, Central or South American, Male, Children or Armed Forces,0,0,0, Head of household, Householder, Householder,946.73, MSA to MSA, Same county, Same county, No, Yes,1, El-Salvador, El-Salvador, El-Salvador, Foreign born- Not a citizen of U S ,0,2,52,94, - 50000.
134709,31, Private,24,17, High school graduate,0, Married-civilian spouse present, Manufacturing-nondurable goods, Sales, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,1151.59, MSA to MSA, Different county same state, Different county same state, No, No,1, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
134712,25, Private,1,44, 9th grade,0, Never married, Agriculture, Farming forestry and fishing, White, Mexican (Mexicano), Male, Children or Armed Forces,0,0,0, Single, Other Rel 18+ never marr not in subfamily, Other relative of householder,3623.56, MSA to MSA, Same county, Same county, No, Yes,3, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0,2,52,94, - 50000.
134738,24, Private,11,4, Bachelors degree(BA AB BS),0, Married-civilian spouse present, Manufacturing-durable goods, Professional specialty, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,2117.56, MSA to MSA, Same county, Same county, No, Yes,4, United-States, United-States, United-States, Native- Born in the United States,0,2,36,94, - 50000.
134770,30, Local government,43,33, Associates degree-occup /vocational,0, Married-civilian spouse present, Education, Precision production craft & repair, White, Mexican-American, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,1005.07, MSA to MSA, Same county, Same county, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
134772,30, Local government,31,2, High school graduate,0, Married-civilian spouse present, Utilities and sanitary services, Executive admin and managerial, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,2599.93, NonMSA to nonMSA, Same county, Same county, No, No,3, United-States, United-States, United-States, Native- Born in the United States,1,2,52,94, - 50000.
134776,61, Private,45,3, High school graduate,0, Never married, Other professional services, Executive admin and managerial, White, All other, Female, Children or Armed Forces,0,0,0, Nonfiler, In group quarters, Group Quarters- Secondary individual,292.95, MSA to MSA, Same county, Same county, No, No,0, ?, ?, United-States, Native- Born in the United States,0,2,0,94, - 50000.
134777,32, State government,43,33, Bachelors degree(BA AB BS),0, Married-civilian spouse present, Education, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,301.82, MSA to MSA, Same county, Same county, No, No,2, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
134784,45, State government,43,23, Some college but no degree,832, Married-civilian spouse present, Education, Adm support including clerical, Black, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,2878.28, MSA to MSA, Different county same state, Different county same state, No, Yes,2, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
134820,54, Private,36,27, 1st 2nd 3rd or 4th grade,0, Separated, Private household services, Private household services, White, Mexican (Mexicano), Female, Children or Armed Forces,0,0,0, Single, Other Rel 18+ ever marr not in subfamily, Other relative of householder,904.7, MSA to MSA, Same county, Same county, No, Yes,1, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,1,2,52,94, - 50000.
134868,46, Private,37,28, High school graduate,0, Divorced, Business and repair services, Protective services, White, Cuban, Male, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,2660.8, MSA to MSA, Same county, Same county, No, Yes,2, Cuba, Cuba, Cuba, Foreign born- Not a citizen of U S ,0,2,52,94, - 50000.
134869,21, Private,32,26, High school graduate,0, Never married, Wholesale trade, Adm support including clerical, Black, All other, Female, Children or Armed Forces,0,0,1500, Single, Child 18+ never marr Not in a subfamily, Child 18 or older,2414.74, MSA to MSA, Different county same state, Different county same state, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
134872,70, Self-employed-not incorporated,2,43, 5th or 6th grade,0, Married-civilian spouse present, Agriculture, Farming forestry and fishing, White, All other, Male, Children or Armed Forces,0,0,400, Joint both 65+, Spouse of householder, Spouse of householder,1558.37, MSA to MSA, Different state same division, Different state in Midwest, No, No,0, United-States, United-States, United-States, Native- Born in the United States,0,2,0,94, - 50000.
134877,30, Private,4,34, Bachelors degree(BA AB BS),0, Married-civilian spouse present, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,425.14, MSA to nonMSA, Different state same division, Different state in West, No, No,2, United-States, United-States, United-States, Native- Born in the United States,0,2,50,94, - 50000.
134879,38, Private,19,42, 9th grade,0, Married-spouse absent, Manufacturing-nondurable goods, Handlers equip cleaners etc , White, Mexican (Mexicano), Male, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,3981.93, Abroad to nonMSA, Abroad, Abroad, No, No,6, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,2,2,28,94, - 50000.
134899,27, Private,34,23, High school graduate,0, Divorced, Finance insurance and real estate, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Head of household, Householder, Householder,1902.76, MSA to MSA, Same county, Same county, No, Yes,1, United-States, United-States, United-States, Native- Born in the United States,2,2,50,94, - 50000.
134911,40, Private,39,17, Masters degree(MA MS MEng MEd MSW MBA),0, Married-civilian spouse present, Personal services except private HH, Sales, White, All other, Male, Children or Armed Forces,0,0,2000, Joint both under 65, Spouse of householder, Spouse of householder,3386.98, MSA to MSA, Same county, Same county, No, No,4, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, 50000+.
134999,19, Private,29,38, High school graduate,0, Never married, Transportation, Transportation and material moving, White, All other, Male, Children or Armed Forces,2176,0,0, Single, Child 18+ never marr Not in a subfamily, Child 18 or older,409.73, NonMSA to MSA, Different division same region, Different state in West, No, Yes,2, United-States, United-States, United-States, Native- Born in the United States,2,2,40,94, - 50000.
135036,28, Private,28,26, Associates degree-occup /vocational,0, Married-civilian spouse present, Manufacturing-nondurable goods, Adm support including clerical, White, Central or South American, Male, Children or Armed Forces,0,0,0, Joint both under 65, Child 18+ spouse of subfamily RP, Child 18 or older,1230.47, MSA to MSA, Different region, Different state in West, No, No,6, Honduras, Honduras, Honduras, Foreign born- Not a citizen of U S ,0,2,52,94, - 50000.
135042,19, Private,24,38, Some college but no degree,0, Never married, Manufacturing-nondurable goods, Transportation and material moving, White, Central or South American, Male, Children or Armed Forces,0,0,0, Nonfiler, Child 18+ never marr Not in a subfamily, Child 18 or older,878.7, MSA to MSA, Different region, Different state in South, No, Yes,6, Ecuador, Ecuador, Ecuador, Foreign born- U S citizen by naturalization,0,2,8,94, - 50000.
135044,40, Private,11,2, Some college but no degree,0, Divorced, Manufacturing-durable goods, Executive admin and managerial, White, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,2638.0, MSA to MSA, Different county same state, Different county same state, No, No,4, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135056,29, Private,32,24, High school graduate,0, Married-civilian spouse present, Wholesale trade, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,1960.28, MSA to MSA, Different county same state, Different county same state, No, No,3, United-States, United-States, United-States, Native- Born in the United States,0,2,32,94, - 50000.
135065,56, Private,25,3, Bachelors degree(BA AB BS),0, Never married, Manufacturing-nondurable goods, Executive admin and managerial, White, All other, Female, Children or Armed Forces,8614,0,24, Single, Nonfamily householder, Householder,1883.74, MSA to nonMSA, Different region, Different state in Northeast, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135068,36, Private,27,36, High school graduate,0, Divorced, Manufacturing-nondurable goods, Machine operators assmblrs & inspctrs, White, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,1788.75, MSA to nonMSA, Different county same state, Different county same state, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135099,40, Private,4,34, High school graduate,0, Married-civilian spouse present, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,1201.11, MSA to MSA, Same county, Same county, No, Yes,1, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135103,32, Private,32,38, Some college but no degree,0, Married-civilian spouse present, Wholesale trade, Transportation and material moving, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,332.51, NonMSA to nonMSA, Same county, Same county, No, No,4, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
135111,24, Private,9,26, Some college but no degree,0, Divorced, Manufacturing-durable goods, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,3000.19, MSA to MSA, Same county, Same county, No, Yes,3, United-States, United-States, United-States, Native- Born in the United States,2,2,52,94, - 50000.
135126,21, Private,39,26, Some college but no degree,0, Married-A F spouse present, Personal services except private HH, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,339.76, NonMSA to nonMSA, Same county, Same county, No, No,4, United-States, United-States, United-States, Native- Born in the United States,2,2,40,94, - 50000.
135147,33, Private,12,2, Bachelors degree(BA AB BS),0, Married-civilian spouse present, Manufacturing-durable goods, Executive admin and managerial, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,1147.89, MSA to MSA, Same county, Same county, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, 50000+.
135161,32, Private,4,4, High school graduate,0, Separated, Construction, Professional specialty, White, All other, Male, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,1445.53, MSA to MSA, Same county, Same county, No, Yes,3, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135165,22, Private,42,3, Bachelors degree(BA AB BS),0, Never married, Medical except hospital, Executive admin and managerial, White, All other, Male, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,413.98, NonMSA to MSA, Different county same state, Different county same state, No, No,1, Canada, Canada, United-States, Native- Born in the United States,0,2,13,94, - 50000.
135168,24, Private,43,26, Some college but no degree,0, Married-civilian spouse present, Education, Adm support including clerical, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,2159.91, Abroad to MSA, Abroad, Abroad, No, No,4, United-States, United-States, United-States, Native- Born in the United States,2,2,23,94, - 50000.
135188,33, State government,43,6, Doctorate degree(PhD EdD),0, Married-civilian spouse present, Education, Professional specialty, Asian or Pacific Islander, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,1122.59, MSA to MSA, Same county, Same county, No, No,2, China, China, Hong Kong, Foreign born- Not a citizen of U S ,0,2,52,94, - 50000.
135232,29, Private,29,38, High school graduate,0, Never married, Transportation, Transportation and material moving, White, All other, Male, Children or Armed Forces,0,0,0, Single, Householder, Householder,2794.37, MSA to MSA, Different county same state, Different county same state, No, Yes,3, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135266,26, Private,34,26, High school graduate,950, Never married, Finance insurance and real estate, Adm support including clerical, White, All other, Male, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,677.37, MSA to MSA, Same county, Same county, No, No,6, Mexico, United-States, Mexico, Native- Born abroad of American Parent(s),0,2,52,94, - 50000.
135337,32, Federal government,37,31, High school graduate,0, Never married, Business and repair services, Other service, Black, All other, Male, Children or Armed Forces,0,0,0, Single, Child 18+ never marr Not in a subfamily, Child 18 or older,3809.75, MSA to MSA, Same county, Same county, No, Yes,4, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135359,53, Private,33,19, High school graduate,0, Married-civilian spouse present, Retail trade, Sales, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,1511.04, NonMSA to nonMSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135419,47, Private,34,2, Bachelors degree(BA AB BS),0, Married-civilian spouse present, Finance insurance and real estate, Executive admin and managerial, Asian or Pacific Islander, All other, Male, Children or Armed Forces,2885,0,340, Joint both under 65, Householder, Householder,1194.78, Abroad to MSA, Abroad, Abroad, No, No,6, Japan, Japan, Japan, Foreign born- Not a citizen of U S ,0,2,52,94, - 50000.
135423,28, Private,3,4, Bachelors degree(BA AB BS),0, Married-civilian spouse present, Mining, Professional specialty, White, All other, Male, Children or Armed Forces,0,1887,300, Joint both under 65, Householder, Householder,1372.32, MSA to MSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135443,43, Federal government,47,21, Some college but no degree,0, Married-civilian spouse present, Public administration, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,1000, Joint both under 65, Householder, Householder,1769.04, MSA to MSA, Same county, Same county, No, Yes,3, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135449,38, Private,19,35, High school graduate,0, Divorced, Manufacturing-nondurable goods, Precision production craft & repair, White, Mexican-American, Male, Children or Armed Forces,0,0,0, Head of household, Child 18+ ever marr RP of subfamily, Child 18 or older,1510.19, MSA to MSA, Same county, Same county, No, Yes,3, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135459,43, Private,4,34, Some college but no degree,0, Married-civilian spouse present, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,2257.95, MSA to MSA, Same county, Same county, No, No,3, United-States, United-States, United-States, Native- Born in the United States,2,2,26,94, - 50000.
135463,42, Local government,50,12, Masters degree(MA MS MEng MEd MSW MBA),0, Married-civilian spouse present, Public administration, Professional specialty, White, All other, Female, Children or Armed Forces,0,0,400, Joint both under 65, Spouse of householder, Spouse of householder,2474.04, MSA to MSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, 50000+.
135469,25, State government,43,9, Bachelors degree(BA AB BS),0, Never married, Education, Professional specialty, White, All other, Male, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,1600.99, NonMSA to nonMSA, Same county, Same county, No, No,2, United-States, United-States, United-States, Native- Born in the United States,0,2,50,94, - 50000.
135494,43, Private,16,37, Associates degree-occup /vocational,1927, Divorced, Manufacturing-durable goods, Machine operators assmblrs & inspctrs, White, All other, Male, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,3127.38, NonMSA to nonMSA, Same county, Same county, No, No,6, Germany, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135495,18, Private,33,23, High school graduate,0, Married-civilian spouse present, Retail trade, Adm support including clerical, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,3941.71, MSA to MSA, Same county, Same county, No, No,3, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135548,27, Private,29,10, Some college but no degree,1500, Married-civilian spouse present, Transportation, Professional specialty, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,2078.79, MSA to MSA, Different county same state, Different county same state, No, No,6, Greece, ?, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135552,31, Private,35,34, High school graduate,1050, Never married, Finance insurance and real estate, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Single, Other Rel 18+ never marr not in subfamily, Other relative of householder,2811.08, MSA to MSA, Same county, Same county, No, Yes,1, United-States, United-States, United-States, Native- Born in the United States,0,2,40,94, - 50000.
135561,26, Private,4,34, High school graduate,0, Never married, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,1170.35, MSA to MSA, Same county, Same county, No, No,1, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135576,26, State government,43,12, Bachelors degree(BA AB BS),0, Never married, Education, Professional specialty, White, All other, Female, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,2058.55, MSA to MSA, Same county, Same county, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,0,2,12,94, - 50000.
135590,27, Private,33,29, Some college but no degree,0, Married-civilian spouse present, Retail trade, Other service, Asian or Pacific Islander, All other, Male, Children or Armed Forces,0,0,0, Joint both under 65, Other Rel 18+ spouse of subfamily RP, Other relative of householder,2343.54, MSA to MSA, Same county, Same county, No, No,6, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135624,31, Private,39,31, Some college but no degree,0, Separated, Personal services except private HH, Other service, White, Mexican (Mexicano), Female, Children or Armed Forces,0,0,0, Head of household, Householder, Householder,2070.4, MSA to MSA, Same county, Same county, No, Yes,6, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0,2,52,94, - 50000.
135650,23, Local government,43,10, Bachelors degree(BA AB BS),0, Married-civilian spouse present, Education, Professional specialty, White, All other, Female, Children or Armed Forces,0,0,0, Joint both under 65, Spouse of householder, Spouse of householder,5302.91, NonMSA to nonMSA, Different county same state, Different county same state, No, Yes,6, United-States, United-States, United-States, Native- Born in the United States,2,2,38,94, - 50000.
135734,27, Private,33,36, Masters degree(MA MS MEng MEd MSW MBA),0, Never married, Retail trade, Machine operators assmblrs & inspctrs, White, All other, Female, Children or Armed Forces,0,0,0, Single, Secondary individual, Nonrelative of householder,1783.27, MSA to MSA, Same county, Same county, No, No,3, United-States, United-States, United-States, Native- Born in the United States,1,2,52,94, - 50000.
135746,32, State government,43,9, Masters degree(MA MS MEng MEd MSW MBA),0, Never married, Education, Professional specialty, Asian or Pacific Islander, All other, Female, Children or Armed Forces,0,0,0, Single, Nonfamily householder, Householder,205.24, NonMSA to nonMSA, Same county, Same county, No, No,2, Japan, Japan, Japan, Foreign born- Not a citizen of U S ,0,2,52,94, - 50000.
135770,24, Private,4,34, Associates degree-academic program,0, Never married, Construction, Precision production craft & repair, White, All other, Male, Children or Armed Forces,2354,0,0, Single, Nonfamily householder, Householder,1698.94, MSA to MSA, Same county, Same county, No, No,4, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
135773,22, Private,2,43, Some college but no degree,0, Married-civilian spouse present, Agriculture, Farming forestry and fishing, White, Mexican-American, Male, Children or Armed Forces,0,0,0, Joint both under 65, Householder, Householder,1170.72, MSA to MSA, Different county same state, Different county same state, No, Yes,1, United-States, United-States, United-States, Native- Born in the United States,0,2,52,94, - 50000.
